Orthogroup	E_dermatitidis_DCF04.aa	E_dermatitidis_NIHUT8656.aa
OG0001090	HRR76_003560-T1	HMPREF1120_03401
OG0001091	HRR76_002972-T1	HMPREF1120_02841
OG0001092	HRR76_000528-T1	HMPREF1120_00515
OG0001093	HRR76_002171-T1	HMPREF1120_02082
OG0001094	HRR76_007104-T1	HMPREF1120_06900
OG0001095	HRR76_007914-T1	HMPREF1120_07681
OG0001096	HRR76_000938-T1	HMPREF1120_00908
OG0001097	HRR76_008396-T1	HMPREF1120_08110
OG0001098	HRR76_003583-T1	HMPREF1120_03422
OG0001099	HRR76_001555-T1	HMPREF1120_01499
OG0001100	HRR76_008975-T1	HMPREF1120_08655
OG0001101	HRR76_007259-T1	HMPREF1120_07043
OG0001102	HRR76_002227-T1	HMPREF1120_02133
OG0001103	HRR76_007456-T1	HMPREF1120_07233
OG0001104	HRR76_007511-T1	HMPREF1120_07289
OG0001105	HRR76_002531-T1	HMPREF1120_02418
OG0001106	HRR76_000330-T2	HMPREF1120_00323
OG0001107	HRR76_002887-T1	HMPREF1120_02762
OG0001108	HRR76_004728-T1	HMPREF1120_04538
OG0001109	HRR76_001836-T1	HMPREF1120_01774
OG0001110	HRR76_008125-T1	HMPREF1120_07884
OG0001111	HRR76_002477-T1	HMPREF1120_02368
OG0001112	HRR76_002050-T1	HMPREF1120_01961
OG0001113	HRR76_002934-T1	HMPREF1120_02807
OG0001114	HRR76_002921-T1	HMPREF1120_02797
OG0001115	HRR76_002122-T1	HMPREF1120_02031
OG0001116	HRR76_002872-T1	HMPREF1120_02747
OG0001117	HRR76_007275-T1	HMPREF1120_07059
OG0001118	HRR76_006403-T1	HMPREF1120_06173
OG0001119	HRR76_003578-T1	HMPREF1120_03417
OG0001120	HRR76_008156-T1	HMPREF1120_06574
OG0001121	HRR76_001603-T1	HMPREF1120_01547
OG0001122	HRR76_003654-T1	HMPREF1120_03491
OG0001123	HRR76_007814-T1	HMPREF1120_07586
OG0001124	HRR76_001579-T1	HMPREF1120_01524
OG0001125	HRR76_006213-T2	HMPREF1120_05984
OG0001126	HRR76_008959-T1	HMPREF1120_08639
OG0001127	HRR76_008797-T1	HMPREF1120_08498
OG0001128	HRR76_000838-T1	HMPREF1120_00815
OG0001129	HRR76_008875-T1	HMPREF1120_08553
OG0001130	HRR76_008404-T1	HMPREF1120_08117
OG0001131	HRR76_006118-T1	HMPREF1120_05885
OG0001132	HRR76_006908-T1	HMPREF1120_06704
OG0001133	HRR76_008485-T1	HMPREF1120_08199
OG0001134	HRR76_008365-T1	HMPREF1120_08079
OG0001135	HRR76_005016-T1	HMPREF1120_04813
OG0001136	HRR76_008517-T1	HMPREF1120_08229
OG0001137	HRR76_001139-T1	HMPREF1120_01100
OG0001138	HRR76_002987-T1	HMPREF1120_02856
OG0001139	HRR76_005430-T1	HMPREF1120_05208
OG0001140	HRR76_001936-T1	HMPREF1120_01865
OG0001141	HRR76_004085-T1	HMPREF1120_03893
OG0001142	HRR76_002834-T1	HMPREF1120_02708
OG0001143	HRR76_002690-T1	HMPREF1120_02567
OG0001144	HRR76_007425-T1	HMPREF1120_07204
OG0001145	HRR76_002821-T1	HMPREF1120_02697
OG0001146	HRR76_002362-T1	HMPREF1120_02262
OG0001147	HRR76_004004-T1	HMPREF1120_03816
OG0001148	HRR76_008743-T1	HMPREF1120_08446
OG0001149	HRR76_001526-T1	HMPREF1120_01469
OG0001150	HRR76_003233-T1	HMPREF1120_03075
OG0001151	HRR76_006887-T1	HMPREF1120_06684
OG0001152	HRR76_006524-T1	HMPREF1120_06292
OG0001153	HRR76_003791-T1	HMPREF1120_03628
OG0001154	HRR76_006531-T1	HMPREF1120_06299
OG0001155	HRR76_006477-T1	HMPREF1120_06246
OG0001156	HRR76_006050-T1	HMPREF1120_05816
OG0001157	HRR76_001677-T1	HMPREF1120_01624
OG0001158	HRR76_005645-T1	HMPREF1120_05423
OG0001159	HRR76_005359-T2	HMPREF1120_05154
OG0001160	HRR76_006921-T1	HMPREF1120_06716
OG0001161	HRR76_001746-T1	HMPREF1120_01690
OG0001162	HRR76_000885-T1	HMPREF1120_00857
OG0001163	HRR76_005896-T1	HMPREF1120_05675
OG0001164	HRR76_008523-T1	HMPREF1120_08235
OG0001165	HRR76_006934-T1	HMPREF1120_06729
OG0001166	HRR76_006122-T1	HMPREF1120_05889
OG0001167	HRR76_004354-T1	HMPREF1120_04153
OG0001168	HRR76_008438-T1	HMPREF1120_08150
OG0001169	HRR76_008619-T1	HMPREF1120_08327
OG0001170	HRR76_005965-T1	HMPREF1120_05739
OG0001171	HRR76_009394-T1	HMPREF1120_09073
OG0001172	HRR76_008606-T1	HMPREF1120_08317
OG0001173	HRR76_003185-T1	HMPREF1120_03030
OG0001174	HRR76_001153-T1	HMPREF1120_01116
OG0001175	HRR76_007560-T1	HMPREF1120_07333
OG0001176	HRR76_006171-T1	HMPREF1120_05938
OG0001177	HRR76_000225-T1	HMPREF1120_00226
OG0001178	HRR76_004038-T1	HMPREF1120_03847
OG0001179	HRR76_003456-T1	HMPREF1120_03296
OG0001180	HRR76_003511-T1	HMPREF1120_03347
OG0001181	HRR76_003502-T1	HMPREF1120_03338
OG0001182	HRR76_007094-T1	HMPREF1120_06890
OG0001183	HRR76_002808-T1	HMPREF1120_02683
OG0001184	HRR76_007583-T1	HMPREF1120_07355
OG0001185	HRR76_001258-T1	HMPREF1120_01215
OG0001186	HRR76_006227-T1	HMPREF1120_05997
OG0001187	HRR76_007138-T1	HMPREF1120_06931
OG0001188	HRR76_008833-T1	HMPREF1120_08533
OG0001189	HRR76_000459-T1	HMPREF1120_00447
OG0001190	HRR76_006987-T1	HMPREF1120_06780
OG0001191	HRR76_000256-T1	HMPREF1120_00257
OG0001192	HRR76_004548-T1	HMPREF1120_04358
OG0001193	HRR76_002744-T1	HMPREF1120_02619
OG0001194	HRR76_004194-T1	HMPREF1120_03998
OG0001195	HRR76_002300-T1	HMPREF1120_02205
OG0001196	HRR76_006690-T1	HMPREF1120_06455
OG0001197	HRR76_004592-T1	HMPREF1120_04403
OG0001198	HRR76_005996-T1	HMPREF1120_05768
OG0001199	HRR76_000985-T1	HMPREF1120_00952
OG0001200	HRR76_006821-T1	HMPREF1120_06622
OG0001201	HRR76_006362-T1	HMPREF1120_06134
OG0001202	HRR76_006834-T1	HMPREF1120_06634
OG0001203	HRR76_007233-T1	HMPREF1120_07019
OG0001204	HRR76_000904-T1	HMPREF1120_00876
OG0001205	HRR76_000114-T1	HMPREF1120_00117
OG0001206	HRR76_003425-T1	HMPREF1120_03267
OG0001207	HRR76_009209-T1	HMPREF1120_08887
OG0001208	HRR76_007654-T1	HMPREF1120_07428
OG0001209	HRR76_003814-T1	HMPREF1120_03651
OG0001210	HRR76_009406-T1	HMPREF1120_09082
OG0001211	HRR76_006872-T1	HMPREF1120_06670
OG0001212	HRR76_002403-T1	HMPREF1120_02303
OG0001213	HRR76_004712-T1	HMPREF1120_04523
OG0001214	HRR76_004701-T1	HMPREF1120_04512
OG0001215	HRR76_003275-T1	HMPREF1120_03117
OG0001216	HRR76_009216-T1	HMPREF1120_08896
OG0001217	HRR76_000748-T1	HMPREF1120_00729
OG0001218	HRR76_007578-T1	HMPREF1120_07349
OG0001219	HRR76_002213-T1	HMPREF1120_02121
OG0001220	HRR76_009419-T1	HMPREF1120_09094
OG0001221	HRR76_006281-T1	HMPREF1120_06055
OG0001222	HRR76_001682-T1	HMPREF1120_01628
OG0001223	HRR76_006482-T1	HMPREF1120_06251
OG0001224	HRR76_000792-T1	HMPREF1120_00771
OG0001225	HRR76_009154-T1	HMPREF1120_08830
OG0001226	HRR76_001393-T1	HMPREF1120_01343
OG0001227	HRR76_002463-T1	HMPREF1120_02355
OG0001228	HRR76_009466-T1	HMPREF1120_09141
OG0001229	HRR76_005474-T1	HMPREF1120_05251
OG0001230	HRR76_005805-T1	HMPREF1120_05582
OG0001231	HRR76_009269-T1	HMPREF1120_08951
OG0001232	HRR76_003331-T3	HMPREF1120_03171
OG0001233	HRR76_008026-T1	HMPREF1120_07786
OG0001234	HRR76_003324-T1	HMPREF1120_03164
OG0001235	HRR76_004761-T1	HMPREF1120_04568
OG0001236	HRR76_005884-T1	HMPREF1120_05662
OG0001237	HRR76_005527-T1	HMPREF1120_05305
OG0001238	HRR76_004479-T1	HMPREF1120_04280
OG0001239	HRR76_000644-T1	HMPREF1120_00626
OG0001240	HRR76_001017-T1	HMPREF1120_00986
OG0001241	HRR76_004276-T1	HMPREF1120_04078
OG0001242	HRR76_005937-T1	HMPREF1120_05712
OG0001243	HRR76_007758-T1	HMPREF1120_07527
OG0001244	HRR76_002968-T1	HMPREF1120_02836
OG0001245	HRR76_008846-T1	HMPREF1120_08546
OG0001246	HRR76_004426-T1	HMPREF1120_04229
OG0001247	HRR76_007086-T1	HMPREF1120_06882
OG0001248	HRR76_004229-T1	HMPREF1120_04035
OG0001249	HRR76_002360-T1	HMPREF1120_02259
OG0001250	HRR76_002692-T1	HMPREF1120_02569
OG0001251	HRR76_007449-T1	HMPREF1120_07227
OG0001252	HRR76_005224-T1	HMPREF1120_05019
OG0001253	HRR76_006302-T1	HMPREF1120_06074
OG0001254	HRR76_007246-T1	HMPREF1120_07029
OG0001255	HRR76_005432-T1	HMPREF1120_05210
OG0001256	HRR76_005231-T1	HMPREF1120_05028
OG0001257	HRR76_006311-T2	HMPREF1120_06083
OG0001258	HRR76_002383-T1	HMPREF1120_02283
OG0001259	HRR76_008079-T1	HMPREF1120_07838
OG0001260	HRR76_009386-T1	HMPREF1120_09064
OG0001261	HRR76_000964-T1	HMPREF1120_00933
OG0001262	HRR76_008695-T1	HMPREF1120_08398
OG0001263	HRR76_005115-T1	HMPREF1120_04910
OG0001264	HRR76_005905-T1	HMPREF1120_05682
OG0001265	HRR76_004455-T1	HMPREF1120_04260
OG0001266	HRR76_000374-T1	HMPREF1120_00365
OG0001267	HRR76_005984-T1	HMPREF1120_05756
OG0001268	HRR76_008666-T1	HMPREF1120_08371
OG0001269	HRR76_007500-T1	HMPREF1120_07278
OG0001270	HRR76_004186-T1	HMPREF1120_03990
OG0001271	HRR76_005837-T1	HMPREF1120_05614
OG0001272	HRR76_004989-T1	HMPREF1120_04785
OG0001273	HRR76_005581-T1	HMPREF1120_05359
OG0001274	HRR76_002970-T1	HMPREF1120_02839
OG0001275	HRR76_002868-T1	HMPREF1120_02744
OG0001276	HRR76_003562-T1	HMPREF1120_03403
OG0001277	HRR76_002120-T1	HMPREF1120_02029
OG0001278	HRR76_008946-T1	HMPREF1120_08626
OG0001279	HRR76_002378-T1	HMPREF1120_02278
OG0001280	HRR76_008149-T1	HMPREF1120_06580
OG0001281	HRR76_002052-T1	HMPREF1120_01963
OG0001282	HRR76_009495-T1	HMPREF1120_09170
OG0001283	HRR76_001733-T1	HMPREF1120_01679
OG0001284	HRR76_000864-T1	HMPREF1120_00838
OG0001285	HRR76_001943-T1	HMPREF1120_01871
OG0001286	HRR76_005069-T1	HMPREF1120_04863
OG0001287	HRR76_001291-T1	HMPREF1120_01247
OG0001288	HRR76_006360-T1	HMPREF1120_06131
OG0001289	HRR76_006692-T1	HMPREF1120_06457
OG0001290	HRR76_004590-T1	HMPREF1120_04400
OG0001291	HRR76_003086-T1	HMPREF1120_02950
OG0001292	HRR76_001492-T1	HMPREF1120_01435
OG0001293	HRR76_006648-T1	HMPREF1120_06417
OG0001294	HRR76_001448-T1	HMPREF1120_01395
OG0001295	HRR76_008736-T1	HMPREF1120_08440
OG0001296	HRR76_006383-T1	HMPREF1120_06152
OG0001297	HRR76_003449-T1	HMPREF1120_03289
OG0001298	HRR76_000510-T1	HMPREF1120_00496
OG0001299	HRR76_004064-T1	HMPREF1120_03873
OG0001300	HRR76_003246-T1	HMPREF1120_03087
OG0001301	HRR76_002311-T1	HMPREF1120_02215
OG0001302	HRR76_007331-T1	HMPREF1120_07111
OG0001303	HRR76_001997-T1	HMPREF1120_01923
OG0001304	HRR76_006463-T1	HMPREF1120_06231
OG0001305	HRR76_007324-T1	HMPREF1120_07105
OG0001306	HRR76_000790-T1	HMPREF1120_00769
OG0001307	HRR76_001680-T1	HMPREF1120_01627
OG0001308	HRR76_008464-T1	HMPREF1120_08177
OG0001309	HRR76_003758-T1	HMPREF1120_03595
OG0001310	HRR76_009550-T1	HMPREF1120_09225
OG0001311	HRR76_004710-T1	HMPREF1120_04521
OG0001312	HRR76_006870-T1	HMPREF1120_06668
OG0001313	HRR76_009031-T1	HMPREF1120_08710
OG0001314	HRR76_006968-T1	HMPREF1120_06762
OG0001315	HRR76_009024-T1	HMPREF1120_08703
OG0001316	HRR76_001759-T1	HMPREF1120_01704
OG0001317	HRR76_009541-T1	HMPREF1120_09216
OG0001318	HRR76_006120-T1	HMPREF1120_05887
OG0001319	HRR76_005793-T1	HMPREF1120_05570
OG0001320	HRR76_005629-T1	HMPREF1120_05407
OG0001321	HRR76_001843-T1	HMPREF1120_01782
OG0001322	HRR76_006378-T1	HMPREF1120_06147
OG0001323	HRR76_006052-T1	HMPREF1120_05819
OG0001324	HRR76_004631-T1	HMPREF1120_04441
OG0001325	HRR76_008337-T1	HMPREF1120_08051
OG0001326	HRR76_004624-T1	HMPREF1120_04435
OG0001327	HRR76_001897-T1	HMPREF1120_01828
OG0001328	HRR76_005747-T1	HMPREF1120_05521
OG0001329	HRR76_001775-T1	HMPREF1120_01718
OG0001330	HRR76_001023-T1	HMPREF1120_00992
OG0001331	HRR76_000249-T1	HMPREF1120_00250
OG0001332	HRR76_007164-T1	HMPREF1120_06956
OG0001333	HRR76_000446-T1	HMPREF1120_00436
OG0001334	HRR76_007562-T1	HMPREF1120_07335
OG0001335	HRR76_006868-T1	HMPREF1120_06666
OG0001336	HRR76_000089-T1	HMPREF1120_00093
OG0001337	HRR76_005513-T1	HMPREF1120_05291
OG0001338	HRR76_008360-T1	HMPREF1120_08074
OG0001339	HRR76_004240-T1	HMPREF1120_04044
OG0001340	HRR76_006384-T1	HMPREF1120_06153
OG0001341	HRR76_001541-T1	HMPREF1120_01484
OG0001342	HRR76_004063-T1	HMPREF1120_03872
OG0001343	HRR76_005435-T1	HMPREF1120_05212
OG0001344	HRR76_006305-T1	HMPREF1120_06077
OG0001345	HRR76_002846-T1	HMPREF1120_02721
OG0001346	HRR76_003596-T1	HMPREF1120_03434
OG0001347	HRR76_001944-T1	HMPREF1120_01872
OG0001348	HRR76_004080-T1	HMPREF1120_03888
OG0001349	HRR76_002079-T1	HMPREF1120_01990
OG0001350	HRR76_008383-T1	HMPREF1120_08096
OG0001351	HRR76_006736-T1	HMPREF1120_06496
OG0001352	HRR76_007420-T1	HMPREF1120_07198
OG0001353	HRR76_002695-T1	HMPREF1120_02572
OG0001354	HRR76_004857-T1	HMPREF1120_04658
OG0001355	HRR76_008648-T1	HMPREF1120_08355
OG0001356	HRR76_007270-T1	HMPREF1120_07054
OG0001357	HRR76_001708-T1	HMPREF1120_01655
OG0001358	HRR76_002026-T1	HMPREF1120_01953
OG0001359	HRR76_003716-T1	HMPREF1120_03553
OG0001360	HRR76_009023-T1	HMPREF1120_08702
OG0001361	HRR76_008463-T1	HMPREF1120_08175
OG0001362	HRR76_003709-T1	HMPREF1120_03546
OG0001363	HRR76_008968-T2	HMPREF1120_08647
OG0001364	HRR76_005802-T1	HMPREF1120_05579
OG0001365	HRR76_008480-T1	HMPREF1120_08193
OG0001366	HRR76_006464-T1	HMPREF1120_06232
OG0001367	HRR76_007323-T1	HMPREF1120_07104
OG0001368	HRR76_001664-T1	HMPREF1120_01609
OG0001369	HRR76_008378-T1	HMPREF1120_08092
OG0001370	HRR76_004799-T1	HMPREF1120_04604
OG0001371	HRR76_002149-T1	HMPREF1120_02060
OG0001372	HRR76_000335-T1	HMPREF1120_00328
OG0001373	HRR76_008120-T1	HMPREF1120_07879
OG0001374	HRR76_002946-T2	HMPREF1120_02817
OG0001375	HRR76_009291-T1	HMPREF1120_08970
OG0001376	HRR76_002055-T1	HMPREF1120_01966
OG0001377	HRR76_009492-T1	HMPREF1120_09167
OG0001378	HRR76_001844-T1	HMPREF1120_01783
OG0001379	HRR76_000719-T1	HMPREF1120_00700
OG0001380	HRR76_005794-T1	HMPREF1120_05571
OG0001381	HRR76_005407-T1	HMPREF1120_05183
OG0001382	HRR76_006337-T1	HMPREF1120_06111
OG0001383	HRR76_009448-T1	HMPREF1120_09124
OG0001384	HRR76_008052-T1	HMPREF1120_07812
OG0001385	HRR76_004957-T1	HMPREF1120_04753
OG0001386	HRR76_000706-T1	HMPREF1120_00687
OG0001387	HRR76_005217-T1	HMPREF1120_05014
OG0001388	HRR76_007268-T1	HMPREF1120_07052
OG0001389	HRR76_003565-T1	HMPREF1120_03406
OG0001390	HRR76_007180-T1	HMPREF1120_06971
OG0001391	HRR76_000599-T1	HMPREF1120_00583
OG0001392	HRR76_005514-T1	HMPREF1120_05294
OG0001393	HRR76_002666-T1	HMPREF1120_02544
OG0001394	HRR76_003317-T1	HMPREF1120_03157
OG0001395	HRR76_005101-T1	HMPREF1120_04896
OG0001396	HRR76_004519-T1	HMPREF1120_04320
OG0001397	HRR76_008856-T1, HRR76_008868-T1	
OG0001398	HRR76_005911-T1	HMPREF1120_05687
OG0001399	HRR76_008970-T1	HMPREF1120_08649
OG0001400	HRR76_004251-T1	HMPREF1120_04053
OG0001401	HRR76_007163-T1	HMPREF1120_06955
OG0001402	HRR76_004452-T1	HMPREF1120_04256
OG0001403	HRR76_001550-T1	HMPREF1120_01495
OG0001404	HRR76_005902-T1	HMPREF1120_05679
OG0001405	HRR76_004506-T1	HMPREF1120_04306
OG0001406	HRR76_001024-T1	HMPREF1120_00993
OG0001407	HRR76_005112-T1	HMPREF1120_04907
OG0001408	HRR76_006026-T1	HMPREF1120_05794
OG0001409	HRR76_005860-T1	HMPREF1120_05638
OG0001410	HRR76_005978-T1	HMPREF1120_05750
OG0001411	HRR76_007709-T1	HMPREF1120_07480
OG0001412	HRR76_000643-T1	HMPREF1120_00625
OG0001413	HRR76_003270-T1	HMPREF1120_03112
OG0001414	HRR76_007716-T1	HMPREF1120_07487
OG0001415	HRR76_005883-T1	HMPREF1120_05661
OG0001416	HRR76_003323-T1	HMPREF1120_03162
OG0001417	HRR76_002464-T1	HMPREF1120_02354
OG0001418	HRR76_005651-T1	HMPREF1120_05429
OG0001419	HRR76_000697-T1	HMPREF1120_00678
OG0001420	HRR76_000963-T1	HMPREF1120_00931
OG0001421	HRR76_002384-T1	HMPREF1120_02284
OG0001422	HRR76_006846-T1	HMPREF1120_06645
OG0001423	HRR76_002305-T1	HMPREF1120_02209
OG0001424	HRR76_006079-T1	HMPREF1120_05845
OG0001425	HRR76_002736-T1	HMPREF1120_02613
OG0001426	HRR76_000980-T1	HMPREF1120_00949
OG0001427	HRR76_001495-T1	HMPREF1120_01438
OG0001428	HRR76_004617-T1	HMPREF1120_04428
OG0001429	HRR76_008302-T1	HMPREF1120_08017
OG0001430	HRR76_007596-T1	HMPREF1120_07369
OG0001431	HRR76_000468-T1	HMPREF1120_00455
OG0001432	HRR76_005128-T1	HMPREF1120_04923
OG0001433	HRR76_001787-T1	HMPREF1120_01729
OG0001434	HRR76_005091-T1	HMPREF1120_04883
OG0001435	HRR76_005960-T1	HMPREF1120_05734
OG0001436	HRR76_001466-T1	HMPREF1120_01411
OG0001437	HRR76_005878-T1	HMPREF1120_05656
OG0001438	HRR76_001269-T1	HMPREF1120_01226
OG0001439	HRR76_003268-T1	HMPREF1120_03110
OG0001440	HRR76_005488-T1	HMPREF1120_05265
OG0001441	HRR76_007565-T1	HMPREF1120_07338
OG0001442	HRR76_003180-T1	HMPREF1120_03025
OG0001443	HRR76_000220-T1	HMPREF1120_00221
OG0001444	HRR76_000373-T1	HMPREF1120_00364
OG0001445	HRR76_009017-T1	HMPREF1120_08696
OG0001446	HRR76_005983-T1	HMPREF1120_05755
OG0001447	HRR76_001772-T1	HMPREF1120_01715
OG0001448	HRR76_003163-T1	HMPREF1120_03008
OG0001449	HRR76_006149-T1	HMPREF1120_05916
OG0001450	HRR76_000863-T1	HMPREF1120_00837
OG0001451	HRR76_006055-T1	HMPREF1120_05821
OG0001452	HRR76_006946-T1	HMPREF1120_06741
OG0001453	HRR76_001721-T1	HMPREF1120_01667
OG0001454	HRR76_005640-T1	HMPREF1120_05418
OG0001455	HRR76_000880-T1	HMPREF1120_00852
OG0001456	HRR76_000057-T1	HMPREF1120_00062
OG0001457	HRR76_000470-T1	HMPREF1120_00457
OG0001458	HRR76_001386-T1	HMPREF1120_01336
OG0001459	HRR76_007186-T1	HMPREF1120_06977
OG0001460	HRR76_002660-T1	HMPREF1120_02538
OG0001461	HRR76_002392-T1	HMPREF1120_02292
OG0001462	HRR76_002683-T2	HMPREF1120_02561
OG0001463	HRR76_008395-T1	HMPREF1120_08109
OG0001464	HRR76_001212-T1	HMPREF1120_01173
OG0001465	HRR76_001556-T1	HMPREF1120_01500
OG0001466	HRR76_008976-T1	HMPREF1120_08656
OG0001467	HRR76_001411-T1	HMPREF1120_01359
OG0001468	HRR76_004500-T1	HMPREF1120_04300
OG0001469	HRR76_006602-T1	HMPREF1120_06372
OG0001470	HRR76_001402-T1	HMPREF1120_01351
OG0001471	HRR76_008179-T1	HMPREF1120_07896
OG0001472	HRR76_001201-T1	HMPREF1120_01162
OG0001473	HRR76_007455-T1	HMPREF1120_07232
OG0001474	HRR76_002851-T1	HMPREF1120_02726
OG0001475	HRR76_002348-T1	HMPREF1120_02247
OG0001476	HRR76_003624-T1	HMPREF1120_03462
OG0001477	HRR76_008767-T1	HMPREF1120_08467
OG0001478	HRR76_008929-T1	HMPREF1120_08608
OG0001479	HRR76_003631-T1	HMPREF1120_03469
OG0001480	HRR76_002940-T1	HMPREF1120_02812
OG0001481	HRR76_001835-T1	HMPREF1120_01773
OG0001482	HRR76_008126-T1	HMPREF1120_07885
OG0001483	HRR76_001907-T1	HMPREF1120_01839
OG0001484	HRR76_000700-T1	HMPREF1120_00681
OG0001485	HRR76_000344-T1	HMPREF1120_00337
OG0001486	HRR76_007276-T1	HMPREF1120_07060
OG0001487	HRR76_008155-T1	HMPREF1120_06575
OG0001488	HRR76_009518-T1	HMPREF1120_09192
OG0001489	HRR76_007479-T1	HMPREF1120_07255
OG0001490	HRR76_003710-T1	HMPREF1120_03547
OG0001491	HRR76_002020-T1	HMPREF1120_01947
OG0001492	HRR76_002678-T1	HMPREF1120_02555
OG0001493	HRR76_008049-T1	HMPREF1120_07808
OG0001494	HRR76_004758-T1	HMPREF1120_04565
OG0001495	HRR76_007889-T1	HMPREF1120_07657
OG0001496	HRR76_008876-T1	HMPREF1120_08554
OG0001497	HRR76_002152-T1	HMPREF1120_02062
OG0001498	HRR76_000632-T1	HMPREF1120_00615
OG0001499	HRR76_007761-T1	HMPREF1120_07530
OG0001500	HRR76_008289-T1	HMPREF1120_08005
OG0001501	HRR76_002951-T1	HMPREF1120_02822
OG0001502	HRR76_008486-T1	HMPREF1120_08200
OG0001503	HRR76_005703-T1	HMPREF1120_05476
OG0001504	HRR76_004246-T1	HMPREF1120_04049
OG0001505	HRR76_008366-T1	HMPREF1120_08080
OG0001506	HRR76_003064-T1	HMPREF1120_02928
OG0001507	HRR76_005015-T1	HMPREF1120_04812
OG0001508	HRR76_008829-T1	HMPREF1120_08529
OG0001509	HRR76_000674-T1	HMPREF1120_00656
OG0001510	HRR76_004449-T1	HMPREF1120_04253
OG0001511	HRR76_001935-T1	HMPREF1120_01864
OG0001512	HRR76_002840-T1	HMPREF1120_02715
OG0001513	HRR76_000558-T1	HMPREF1120_00544
OG0001514	HRR76_007229-T1	HMPREF1120_07016
OG0001515	HRR76_004086-T1	HMPREF1120_03894
OG0001516	HRR76_005444-T1	HMPREF1120_05222
OG0001517	HRR76_003590-T1	HMPREF1120_03429
OG0001518	HRR76_006730-T1	HMPREF1120_06490
OG0001519	HRR76_001807-T1	HMPREF1120_01748
OG0001520	HRR76_001525-T1	HMPREF1120_01468
OG0001521	HRR76_009522-T1	HMPREF1120_09196
OG0001522	HRR76_000762-T1	HMPREF1120_00741
OG0001523	HRR76_001363-T1	HMPREF1120_01314
OG0001524	HRR76_007624-T1	HMPREF1120_07395
OG0001525	HRR76_005646-T1	HMPREF1120_05424
OG0001526	HRR76_006940-T1	HMPREF1120_06735
OG0001527	HRR76_007631-T1	HMPREF1120_07403
OG0001528	HRR76_000886-T1	HMPREF1120_00858
OG0001529	HRR76_005895-T1	HMPREF1120_05674
OG0001530	HRR76_005777-T1	HMPREF1120_05554
OG0001531	HRR76_000476-T1	HMPREF1120_00463
OG0001532	HRR76_009131-T1	HMPREF1120_08807
OG0001533	HRR76_001380-T1	HMPREF1120_01330
OG0001534	HRR76_000279-T1	HMPREF1120_00277
OG0001535	HRR76_006660-T1	HMPREF1120_06427
OG0001536	HRR76_001460-T2	HMPREF1120_01405
OG0001537	HRR76_008684-T1	HMPREF1120_08387
OG0001538	HRR76_003186-T1	HMPREF1120_03031
OG0001539	HRR76_008605-T1	HMPREF1120_08316
OG0001540	HRR76_005169-T1	HMPREF1120_04964
OG0001541	HRR76_000226-T1	HMPREF1120_00227
OG0001542	HRR76_002611-T1	HMPREF1120_02491
OG0001543	HRR76_003455-T1	HMPREF1120_03294
OG0001544	HRR76_001483-T1	HMPREF1120_01426
OG0001545	HRR76_009571-T1	HMPREF1120_09246
OG0001546	HRR76_009437-T1	HMPREF1120_09112
OG0001547	HRR76_006851-T1	HMPREF1120_06651
OG0001548	HRR76_006348-T1	HMPREF1120_06120
OG0001549	HRR76_004164-T1	HMPREF1120_03971
OG0001550	HRR76_001123-T1	HMPREF1120_01088
OG0001551	HRR76_000255-T1	HMPREF1120_00256
OG0001552	HRR76_007064-T1	HMPREF1120_06860
OG0001553	HRR76_005995-T1	HMPREF1120_05769
OG0001554	HRR76_009364-T1	HMPREF1120_09043
OG0001555	HRR76_002730-T1	HMPREF1120_02608
OG0001556	HRR76_006257-T1	HMPREF1120_06032
OG0001557	HRR76_001228-T1	HMPREF1120_01188
OG0001558	HRR76_003229-T1	HMPREF1120_03072
OG0001559	HRR76_007590-T1	HMPREF1120_07363
OG0001560	HRR76_003426-T1	HMPREF1120_03268
OG0001561	HRR76_000189-T1	HMPREF1120_00194
OG0001562	HRR76_001478-T1	HMPREF1120_01422
OG0001563	HRR76_005866-T1	HMPREF1120_05643
OG0001564	HRR76_006678-T1	HMPREF1120_06445
OG0001565	HRR76_006020-T1	HMPREF1120_05788
OG0001566	HRR76_003889-T2	HMPREF1120_03708
OG0001567	HRR76_003276-T1	HMPREF1120_03118
OG0001568	HRR76_001888-T1	HMPREF1120_01819
OG0001569	HRR76_003479-T1	HMPREF1120_03317
OG0001570	HRR76_009484-T1	HMPREF1120_09159
OG0001571	HRR76_007710-T1	HMPREF1120_07481
OG0001572	HRR76_003761-T1	HMPREF1120_03598
OG0001573	HRR76_005782-T1	HMPREF1120_05559
OG0001574	HRR76_004324-T1	HMPREF1120_04124
OG0001575	HRR76_006152-T1	HMPREF1120_05919
OG0001576	HRR76_004331-T1	HMPREF1120_04131
OG0001577	HRR76_008637-T1	HMPREF1120_08344
OG0001578	HRR76_006951-T1	HMPREF1120_06746
OG0001579	HRR76_001973-T1	HMPREF1120_01901
OG0001580	HRR76_008553-T1	HMPREF1120_08262
OG0001581	HRR76_008940-T1	HMPREF1120_08619
OG0001582	HRR76_009123-T1	HMPREF1120_08797
OG0001583	HRR76_002126-T1	HMPREF1120_02035
OG0001584	HRR76_002767-T1	HMPREF1120_02643
OG0001585	HRR76_005738-T1	HMPREF1120_05510
OG0001586	HRR76_002929-T1	HMPREF1120_02802
OG0001587	HRR76_001364-T1	HMPREF1120_01315
